,rate.type,individual.ID,term,estimate,std.error,statistic,p.value,Temp.Cat,unique.ID,Temp.C,K,Ambient_Nutrient,Species,Chamber.Channel,Run,umol.cm2.hr,log.rate,Species.ID,Organism.ID
1723,Net Photosynthesis,C9_NL,Th,306.0253556,1.198420267,255.3572933,6.19E-17,30,C9_NL_30,30,303.15,Nutrient,Caul,9,12,258.140703,5.557371169,C9_L,C9
1724,Net Photosynthesis,C9_NL,Th,306.0253556,1.198420267,255.3572933,6.19E-17,32,C9_NL_32,32,305.15,Nutrient,Caul,9,12,240.3378493,5.486197816,C9_L,C9
1725,Net Photosynthesis,C9_NL,Th,306.0253556,1.198420267,255.3572933,6.19E-17,34,C9_NL_34,34,307.15,Nutrient,Caul,9,12,193.9188656,5.272583398,C9_L,C9
1726,Net Photosynthesis,C9_NL,Th,306.0253556,1.198420267,255.3572933,6.19E-17,36,C9_NL_36,36,309.15,Nutrient,Caul,9,12,38.48496726,3.675920024,C9_L,C9
1727,Net Photosynthesis,C9_NL,Th,306.0253556,1.198420267,255.3572933,6.19E-17,39,C9_NL_39,39,312.15,Nutrient,Caul,9,12,-117.1897528,0,C9_L,C9
1728,Net Photosynthesis,C9_NL,Th,306.0253556,1.198420267,255.3572933,6.19E-17,42,C9_NL_42,42,315.15,Nutrient,Caul,9,12,-51.87756382,0,C9_L,C9
1729,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,16,G1_AD_16,16,289.15,Ambient,Grac,1,8,23.69874054,3.206752252,G1_D,G1
1730,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,20,G1_AD_20,20,293.15,Ambient,Grac,1,8,38.82291477,3.684442495,G1_D,G1
1731,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,22,G1_AD_22,22,295.15,Ambient,Grac,1,8,43.6699176,3.799300291,G1_D,G1
1732,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,24,G1_AD_24,24,297.15,Ambient,Grac,1,8,46.53051365,3.861371897,G1_D,G1
1733,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,26,G1_AD_26,26,299.15,Ambient,Grac,1,8,46.52273201,3.861208165,G1_D,G1
1734,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,28,G1_AD_28,28,301.15,Ambient,Grac,1,8,52.5196921,3.980049663,G1_D,G1
1735,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,30,G1_AD_30,30,303.15,Ambient,Grac,1,8,58.62770638,4.088120338,G1_D,G1
1736,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,32,G1_AD_32,32,305.15,Ambient,Grac,1,8,49.13397666,3.914698955,G1_D,G1
1737,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,34,G1_AD_34,34,307.15,Ambient,Grac,1,8,45.45040055,3.838385088,G1_D,G1
1738,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,36,G1_AD_36,36,309.15,Ambient,Grac,1,8,44.28074172,3.812881815,G1_D,G1
1739,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,39,G1_AD_39,39,312.15,Ambient,Grac,1,8,45.11188232,3.831070668,G1_D,G1
1740,Respiration,G1_AD,lnc,4.119854976,0.229324966,17.96513937,9.45E-08,42,G1_AD_42,42,315.15,Ambient,Grac,1,8,34.9349589,3.581710607,G1_D,G1
1741,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,16,G1_AD_16,16,289.15,Ambient,Grac,1,8,23.69874054,3.206752252,G1_D,G1
1742,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,20,G1_AD_20,20,293.15,Ambient,Grac,1,8,38.82291477,3.684442495,G1_D,G1
1743,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,22,G1_AD_22,22,295.15,Ambient,Grac,1,8,43.6699176,3.799300291,G1_D,G1
1744,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,24,G1_AD_24,24,297.15,Ambient,Grac,1,8,46.53051365,3.861371897,G1_D,G1
1745,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,26,G1_AD_26,26,299.15,Ambient,Grac,1,8,46.52273201,3.861208165,G1_D,G1
1746,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,28,G1_AD_28,28,301.15,Ambient,Grac,1,8,52.5196921,3.980049663,G1_D,G1
1747,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,30,G1_AD_30,30,303.15,Ambient,Grac,1,8,58.62770638,4.088120338,G1_D,G1
1748,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,32,G1_AD_32,32,305.15,Ambient,Grac,1,8,49.13397666,3.914698955,G1_D,G1
1749,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,34,G1_AD_34,34,307.15,Ambient,Grac,1,8,45.45040055,3.838385088,G1_D,G1
1750,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,36,G1_AD_36,36,309.15,Ambient,Grac,1,8,44.28074172,3.812881815,G1_D,G1
1751,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,39,G1_AD_39,39,312.15,Ambient,Grac,1,8,45.11188232,3.831070668,G1_D,G1
1752,Respiration,G1_AD,E,1.176542684,0.29583089,3.977078536,0.004078329,42,G1_AD_42,42,315.15,Ambient,Grac,1,8,34.9349589,3.581710607,G1_D,G1
1753,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,16,G1_AD_16,16,289.15,Ambient,Grac,1,8,23.69874054,3.206752252,G1_D,G1
1754,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,20,G1_AD_20,20,293.15,Ambient,Grac,1,8,38.82291477,3.684442495,G1_D,G1
1755,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,22,G1_AD_22,22,295.15,Ambient,Grac,1,8,43.6699176,3.799300291,G1_D,G1
1756,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,24,G1_AD_24,24,297.15,Ambient,Grac,1,8,46.53051365,3.861371897,G1_D,G1
1757,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,26,G1_AD_26,26,299.15,Ambient,Grac,1,8,46.52273201,3.861208165,G1_D,G1
1758,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,28,G1_AD_28,28,301.15,Ambient,Grac,1,8,52.5196921,3.980049663,G1_D,G1
1759,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,30,G1_AD_30,30,303.15,Ambient,Grac,1,8,58.62770638,4.088120338,G1_D,G1
1760,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,32,G1_AD_32,32,305.15,Ambient,Grac,1,8,49.13397666,3.914698955,G1_D,G1
1761,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,34,G1_AD_34,34,307.15,Ambient,Grac,1,8,45.45040055,3.838385088,G1_D,G1
1762,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,36,G1_AD_36,36,309.15,Ambient,Grac,1,8,44.28074172,3.812881815,G1_D,G1
1763,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,39,G1_AD_39,39,312.15,Ambient,Grac,1,8,45.11188232,3.831070668,G1_D,G1
1764,Respiration,G1_AD,Eh,1.538648936,0.19600364,7.850103898,5.00E-05,42,G1_AD_42,42,315.15,Ambient,Grac,1,8,34.9349589,3.581710607,G1_D,G1
1765,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,16,G1_AD_16,16,289.15,Ambient,Grac,1,8,23.69874054,3.206752252,G1_D,G1
1766,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,20,G1_AD_20,20,293.15,Ambient,Grac,1,8,38.82291477,3.684442495,G1_D,G1
1767,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,22,G1_AD_22,22,295.15,Ambient,Grac,1,8,43.6699176,3.799300291,G1_D,G1
1768,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,24,G1_AD_24,24,297.15,Ambient,Grac,1,8,46.53051365,3.861371897,G1_D,G1
1769,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,26,G1_AD_26,26,299.15,Ambient,Grac,1,8,46.52273201,3.861208165,G1_D,G1
1770,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,28,G1_AD_28,28,301.15,Ambient,Grac,1,8,52.5196921,3.980049663,G1_D,G1
1771,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,30,G1_AD_30,30,303.15,Ambient,Grac,1,8,58.62770638,4.088120338,G1_D,G1
1772,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,32,G1_AD_32,32,305.15,Ambient,Grac,1,8,49.13397666,3.914698955,G1_D,G1
1773,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,34,G1_AD_34,34,307.15,Ambient,Grac,1,8,45.45040055,3.838385088,G1_D,G1
1774,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,36,G1_AD_36,36,309.15,Ambient,Grac,1,8,44.28074172,3.812881815,G1_D,G1
1775,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,39,G1_AD_39,39,312.15,Ambient,Grac,1,8,45.11188232,3.831070668,G1_D,G1
1776,Respiration,G1_AD,Th,295.8929693,2.9230438,101.2276892,1.01E-13,42,G1_AD_42,42,315.15,Ambient,Grac,1,8,34.9349589,3.581710607,G1_D,G1
1777,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,16,G1_AL_16,16,289.15,Ambient,Grac,1,15,211.8570291,5.360620715,G1_L,G1
1778,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,20,G1_AL_20,20,293.15,Ambient,Grac,1,15,230.3837402,5.444077545,G1_L,G1
1779,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,22,G1_AL_22,22,295.15,Ambient,Grac,1,15,251.3793393,5.53093327,G1_L,G1
1780,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,24,G1_AL_24,24,297.15,Ambient,Grac,1,15,241.7405499,5.491993177,G1_L,G1
1781,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,26,G1_AL_26,26,299.15,Ambient,Grac,1,15,252.4824388,5.535294546,G1_L,G1
1782,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,28,G1_AL_28,28,301.15,Ambient,Grac,1,15,244.7677937,5.504387162,G1_L,G1
1783,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,30,G1_AL_30,30,303.15,Ambient,Grac,1,15,203.268891,5.319437219,G1_L,G1
1784,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,32,G1_AL_32,32,305.15,Ambient,Grac,1,15,177.3808304,5.183920761,G1_L,G1
1785,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,34,G1_AL_34,34,307.15,Ambient,Grac,1,15,144.0687726,4.977207924,G1_L,G1
1786,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,36,G1_AL_36,36,309.15,Ambient,Grac,1,15,69.31614958,4.253001496,G1_L,G1
1787,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,39,G1_AL_39,39,312.15,Ambient,Grac,1,15,-48.20163708,0,G1_L,G1
1788,Net Photosynthesis,G1_AL,lnc,5.435632739,0.303946469,17.88351992,9.79E-08,42,G1_AL_42,42,315.15,Ambient,Grac,1,15,-73.1834202,0,G1_L,G1
1789,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,16,G1_AL_16,16,289.15,Ambient,Grac,1,15,211.8570291,5.360620715,G1_L,G1
1790,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,20,G1_AL_20,20,293.15,Ambient,Grac,1,15,230.3837402,5.444077545,G1_L,G1
1791,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,22,G1_AL_22,22,295.15,Ambient,Grac,1,15,251.3793393,5.53093327,G1_L,G1
1792,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,24,G1_AL_24,24,297.15,Ambient,Grac,1,15,241.7405499,5.491993177,G1_L,G1
1793,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,26,G1_AL_26,26,299.15,Ambient,Grac,1,15,252.4824388,5.535294546,G1_L,G1
1794,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,28,G1_AL_28,28,301.15,Ambient,Grac,1,15,244.7677937,5.504387162,G1_L,G1
1795,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,30,G1_AL_30,30,303.15,Ambient,Grac,1,15,203.268891,5.319437219,G1_L,G1
1796,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,32,G1_AL_32,32,305.15,Ambient,Grac,1,15,177.3808304,5.183920761,G1_L,G1
1797,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,34,G1_AL_34,34,307.15,Ambient,Grac,1,15,144.0687726,4.977207924,G1_L,G1
1798,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,36,G1_AL_36,36,309.15,Ambient,Grac,1,15,69.31614958,4.253001496,G1_L,G1
1799,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,39,G1_AL_39,39,312.15,Ambient,Grac,1,15,-48.20163708,0,G1_L,G1
1800,Net Photosynthesis,G1_AL,E,0.090113586,0.387021069,0.232838967,0.82173305,42,G1_AL_42,42,315.15,Ambient,Grac,1,15,-73.1834202,0,G1_L,G1
1801,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,16,G1_AL_16,16,289.15,Ambient,Grac,1,15,211.8570291,5.360620715,G1_L,G1
1802,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,20,G1_AL_20,20,293.15,Ambient,Grac,1,15,230.3837402,5.444077545,G1_L,G1
1803,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,22,G1_AL_22,22,295.15,Ambient,Grac,1,15,251.3793393,5.53093327,G1_L,G1
1804,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,24,G1_AL_24,24,297.15,Ambient,Grac,1,15,241.7405499,5.491993177,G1_L,G1
1805,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,26,G1_AL_26,26,299.15,Ambient,Grac,1,15,252.4824388,5.535294546,G1_L,G1
1806,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,28,G1_AL_28,28,301.15,Ambient,Grac,1,15,244.7677937,5.504387162,G1_L,G1
1807,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,30,G1_AL_30,30,303.15,Ambient,Grac,1,15,203.268891,5.319437219,G1_L,G1
1808,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,32,G1_AL_32,32,305.15,Ambient,Grac,1,15,177.3808304,5.183920761,G1_L,G1
1809,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,34,G1_AL_34,34,307.15,Ambient,Grac,1,15,144.0687726,4.977207924,G1_L,G1
1810,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,36,G1_AL_36,36,309.15,Ambient,Grac,1,15,69.31614958,4.253001496,G1_L,G1
1811,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,39,G1_AL_39,39,312.15,Ambient,Grac,1,15,-48.20163708,0,G1_L,G1
1812,Net Photosynthesis,G1_AL,Eh,6.349168973,1.061508373,5.981270738,0.000330221,42,G1_AL_42,42,315.15,Ambient,Grac,1,15,-73.1834202,0,G1_L,G1
1813,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,16,G1_AL_16,16,289.15,Ambient,Grac,1,15,211.8570291,5.360620715,G1_L,G1
1814,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,20,G1_AL_20,20,293.15,Ambient,Grac,1,15,230.3837402,5.444077545,G1_L,G1
1815,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,22,G1_AL_22,22,295.15,Ambient,Grac,1,15,251.3793393,5.53093327,G1_L,G1
1816,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,24,G1_AL_24,24,297.15,Ambient,Grac,1,15,241.7405499,5.491993177,G1_L,G1
1817,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,26,G1_AL_26,26,299.15,Ambient,Grac,1,15,252.4824388,5.535294546,G1_L,G1
1818,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,28,G1_AL_28,28,301.15,Ambient,Grac,1,15,244.7677937,5.504387162,G1_L,G1
1819,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,30,G1_AL_30,30,303.15,Ambient,Grac,1,15,203.268891,5.319437219,G1_L,G1
1820,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,32,G1_AL_32,32,305.15,Ambient,Grac,1,15,177.3808304,5.183920761,G1_L,G1
1821,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,34,G1_AL_34,34,307.15,Ambient,Grac,1,15,144.0687726,4.977207924,G1_L,G1
1822,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,36,G1_AL_36,36,309.15,Ambient,Grac,1,15,69.31614958,4.253001496,G1_L,G1
1823,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,39,G1_AL_39,39,312.15,Ambient,Grac,1,15,-48.20163708,0,G1_L,G1
1824,Net Photosynthesis,G1_AL,Th,306.7170026,1.505991767,203.6644617,3.78E-16,42,G1_AL_42,42,315.15,Ambient,Grac,1,15,-73.1834202,0,G1_L,G1
1825,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,16,G1_ND_16,16,289.15,Nutrient,Grac,1,2,30.32491812,3.444413887,G1_D,G1
1826,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,20,G1_ND_20,20,293.15,Nutrient,Grac,1,2,46.45595272,3.85980197,G1_D,G1
1827,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,22,G1_ND_22,22,295.15,Nutrient,Grac,1,2,44.29680616,3.813236526,G1_D,G1
1828,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,24,G1_ND_24,24,297.15,Nutrient,Grac,1,2,43.63236043,3.798459166,G1_D,G1
1829,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,26,G1_ND_26,26,299.15,Nutrient,Grac,1,2,48.45473685,3.901057844,G1_D,G1
1830,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,28,G1_ND_28,28,301.15,Nutrient,Grac,1,2,46.89330578,3.868975741,G1_D,G1
1831,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,30,G1_ND_30,30,303.15,Nutrient,Grac,1,2,44.35552093,3.81453191,G1_D,G1
1832,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,32,G1_ND_32,32,305.15,Nutrient,Grac,1,2,45.06694882,3.830095748,G1_D,G1
1833,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,34,G1_ND_34,34,307.15,Nutrient,Grac,1,2,49.4295108,3.920576535,G1_D,G1
1834,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,36,G1_ND_36,36,309.15,Nutrient,Grac,1,2,48.61415805,3.904276238,G1_D,G1
1835,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,39,G1_ND_39,39,312.15,Nutrient,Grac,1,2,82.69755621,4.42720978,G1_D,G1
1836,Respiration,G1_ND,lnc,3.685037871,0.076870384,47.93833025,3.97E-11,42,G1_ND_42,42,315.15,Nutrient,Grac,1,2,9.992929423,2.397252286,G1_D,G1
1837,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,16,G1_ND_16,16,289.15,Nutrient,Grac,1,2,30.32491812,3.444413887,G1_D,G1
1838,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,20,G1_ND_20,20,293.15,Nutrient,Grac,1,2,46.45595272,3.85980197,G1_D,G1
1839,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,22,G1_ND_22,22,295.15,Nutrient,Grac,1,2,44.29680616,3.813236526,G1_D,G1
1840,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,24,G1_ND_24,24,297.15,Nutrient,Grac,1,2,43.63236043,3.798459166,G1_D,G1
1841,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,26,G1_ND_26,26,299.15,Nutrient,Grac,1,2,48.45473685,3.901057844,G1_D,G1
1842,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,28,G1_ND_28,28,301.15,Nutrient,Grac,1,2,46.89330578,3.868975741,G1_D,G1
1843,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,30,G1_ND_30,30,303.15,Nutrient,Grac,1,2,44.35552093,3.81453191,G1_D,G1
1844,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,32,G1_ND_32,32,305.15,Nutrient,Grac,1,2,45.06694882,3.830095748,G1_D,G1
1845,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,34,G1_ND_34,34,307.15,Nutrient,Grac,1,2,49.4295108,3.920576535,G1_D,G1
1846,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,36,G1_ND_36,36,309.15,Nutrient,Grac,1,2,48.61415805,3.904276238,G1_D,G1
1847,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,39,G1_ND_39,39,312.15,Nutrient,Grac,1,2,82.69755621,4.42720978,G1_D,G1
1848,Respiration,G1_ND,E,0.187407818,0.066168001,2.832302847,0.022071841,42,G1_ND_42,42,315.15,Nutrient,Grac,1,2,9.992929423,2.397252286,G1_D,G1
1849,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,16,G1_ND_16,16,289.15,Nutrient,Grac,1,2,30.32491812,3.444413887,G1_D,G1
1850,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,20,G1_ND_20,20,293.15,Nutrient,Grac,1,2,46.45595272,3.85980197,G1_D,G1
1851,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,22,G1_ND_22,22,295.15,Nutrient,Grac,1,2,44.29680616,3.813236526,G1_D,G1
1852,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,24,G1_ND_24,24,297.15,Nutrient,Grac,1,2,43.63236043,3.798459166,G1_D,G1
1853,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,26,G1_ND_26,26,299.15,Nutrient,Grac,1,2,48.45473685,3.901057844,G1_D,G1
1854,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,28,G1_ND_28,28,301.15,Nutrient,Grac,1,2,46.89330578,3.868975741,G1_D,G1
1855,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,30,G1_ND_30,30,303.15,Nutrient,Grac,1,2,44.35552093,3.81453191,G1_D,G1
1856,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,32,G1_ND_32,32,305.15,Nutrient,Grac,1,2,45.06694882,3.830095748,G1_D,G1
1857,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,34,G1_ND_34,34,307.15,Nutrient,Grac,1,2,49.4295108,3.920576535,G1_D,G1
1858,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,36,G1_ND_36,36,309.15,Nutrient,Grac,1,2,48.61415805,3.904276238,G1_D,G1
1859,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,39,G1_ND_39,39,312.15,Nutrient,Grac,1,2,82.69755621,4.42720978,G1_D,G1
1860,Respiration,G1_ND,Eh,52.70051684,14630563.77,3.60E-06,0.999997214,42,G1_ND_42,42,315.15,Nutrient,Grac,1,2,9.992929423,2.397252286,G1_D,G1
1861,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,16,G1_ND_16,16,289.15,Nutrient,Grac,1,2,30.32491812,3.444413887,G1_D,G1
1862,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,20,G1_ND_20,20,293.15,Nutrient,Grac,1,2,46.45595272,3.85980197,G1_D,G1
1863,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,22,G1_ND_22,22,295.15,Nutrient,Grac,1,2,44.29680616,3.813236526,G1_D,G1
1864,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,24,G1_ND_24,24,297.15,Nutrient,Grac,1,2,43.63236043,3.798459166,G1_D,G1
1865,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,26,G1_ND_26,26,299.15,Nutrient,Grac,1,2,48.45473685,3.901057844,G1_D,G1
1866,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,28,G1_ND_28,28,301.15,Nutrient,Grac,1,2,46.89330578,3.868975741,G1_D,G1
1867,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,30,G1_ND_30,30,303.15,Nutrient,Grac,1,2,44.35552093,3.81453191,G1_D,G1
1868,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,32,G1_ND_32,32,305.15,Nutrient,Grac,1,2,45.06694882,3.830095748,G1_D,G1
1869,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,34,G1_ND_34,34,307.15,Nutrient,Grac,1,2,49.4295108,3.920576535,G1_D,G1
1870,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,36,G1_ND_36,36,309.15,Nutrient,Grac,1,2,48.61415805,3.904276238,G1_D,G1
1871,Respiration,G1_ND,Th,314.8870867,72928.5297,0.004317749,0.996660673,39,G1_ND_39,39,312.15,Nutrient,Grac,1,2,82.69755621,4.42720978,G1_D,G1
