"","X","ID","Intercept","umol.L.sec","Temp.C","Date","Chamber.Channel","Run","Species","Temp.Cat","Start.time","Stop.Time","Ambient_Nutrient","Light_Dark","Organism.ID","Dry.weight","Blank","Volume","umol.sec"
"390",390,"C8_AD_28C",227.475620435945,-0.00535849066796314,27.9408775510204,"6/21/22",8,9,"Caul",28,2023-02-25 16:28:44,2023-02-25 16:41:09,"Ambient","Dark","C8_AD",0.073,"0",0.65,-0.00348301893417604
"391",391,"C8_AD_30C",212.084201334817,-0.00479391916944757,29.8736341463415,"6/21/22",8,9,"Caul",30,2023-02-25 17:07:43,2023-02-25 17:18:02,"Ambient","Dark","C8_AD",0.073,"0",0.65,-0.00311604746014092
"392",392,"C8_AD_32C",202.36436,-0.00689333333333357,31.8022941176471,"6/21/22",8,9,"Caul",32,2023-02-25 17:42:24,2023-02-25 17:46:45,"Ambient","Dark","C8_AD",0.073,"0",0.65,-0.00448066666666682
"393",393,"C8_AD_34C",200.612078646616,-0.00915759398496229,33.8520909090909,"6/21/22",8,9,"Caul",34,2023-02-25 18:50:02,2023-02-25 18:55:39,"Ambient","Dark","C8_AD",0.073,"0",0.65,-0.00595243609022549
"394",394,"C8_AD_36C",191.995771156582,-0.00917929751613972,36.0524680851064,"6/21/22",8,9,"Caul",36,2023-02-25 19:19:29,2023-02-25 19:31:45,"Ambient","Dark","C8_AD",0.073,"0",0.65,-0.00596654338549082
"395",395,"C8_AD_39C",162.422183006536,-0.0156013071895428,38.97208,"6/21/22",8,9,"Caul",39,2023-02-25 20:21:36,2023-02-25 20:28:09,"Ambient","Dark","C8_AD",0.073,"0",0.65,-0.0101408496732028
"396",396,"C8_AD_42C",134.600684740741,-0.0146741424501425,42.0209677419355,"6/21/22",8,9,"Caul",42,2023-02-25 21:20:04,2023-02-25 21:27:54,"Ambient","Dark","C8_AD",0.073,"0",0.65,-0.00953819259259263
"397",397,"C8_AL_16C",217.12475625731,0.00147883040935686,16.380875,"6/23/22",8,11,"Caul",16,2023-02-25 16:35:00,2023-02-25 16:41:12,"Ambient","Light","C8_AL",0.052,"0",0.675,0.000998210526315881
"398",398,"C8_AL_20C",229.003059136633,0.00229502098711817,20.0652941176471,"6/23/22",8,11,"Caul",20,2023-02-25 17:12:03,2023-02-25 17:25:06,"Ambient","Light","C8_AL",0.052,"0",0.675,0.00154913916630476
"399",399,"C8_AL_22C",226.991258608059,0.00248864468864482,21.6784,"6/23/22",8,11,"Caul",22,2023-02-25 17:54:41,2023-02-25 17:58:36,"Ambient","Light","C8_AL",0.052,"0",0.675,0.00167983516483525
"400",400,"C8_AL_24C",222.14689917566,0.00247085209168463,23.9565882352941,"6/23/22",8,11,"Caul",24,2023-02-25 18:18:12,2023-02-25 18:31:16,"Ambient","Light","C8_AL",0.052,"0",0.675,0.00166782516188713
"401",401,"C8_AL_26C",218.351264552846,0.00255495934959347,25.8731428571429,"6/23/22",8,11,"Caul",26,2023-02-25 18:48:33,2023-02-25 19:01:08,"Ambient","Light","C8_AL",0.052,"0",0.675,0.00172459756097559
"402",402,"C8_AL_28C",212.941194340213,0.00334712320200113,28.259,"6/23/22",8,11,"Caul",28,2023-02-25 19:25:20,2023-02-25 19:37:34,"Ambient","Light","C8_AL",0.052,"0",0.675,0.00225930816135076
"403",403,"C8_AL_30C",203.400463440583,0.00377444015444018,29.851568627451,"6/23/22",8,11,"Caul",30,2023-02-25 20:00:50,2023-02-25 20:13:54,"Ambient","Light","C8_AL",0.052,"0",0.675,0.00254774710424712
"404",404,"C8_AL_32C",196.642585080036,0.00214007852612504,31.9843529411765,"6/23/22",8,11,"Caul",32,2023-02-25 20:31:41,2023-02-25 20:44:32,"Ambient","Light","C8_AL",0.052,"0",0.675,0.0014445530051344
"405",405,"C8_AL_34C",187.173150085533,-0.000739711632453452,34.1172790697674,"6/23/22",8,11,"Caul",34,2023-02-25 21:03:25,2023-02-25 21:14:17,"Ambient","Light","C8_AL",0.052,"0",0.675,-0.00049930535190608
"406",406,"C8_AL_36C",172.736168464186,-0.00384159743897563,35.9387288135593,"6/23/22",8,11,"Caul",36,2023-02-25 21:37:35,2023-02-25 21:52:26,"Ambient","Light","C8_AL",0.052,"0",0.675,-0.00259307827130855
"407",407,"C8_AL_39C",155.211466374711,-0.00836338467733812,38.8922,"6/23/22",8,11,"Caul",39,2023-02-25 22:17:36,2023-02-25 22:28:58,"Ambient","Light","C8_AL",0.052,"0",0.675,-0.00564528465720323
"408",408,"C8_AL_42C",129.518777248677,-0.00959735449735451,41.8926451612903,"6/23/22",8,11,"Caul",42,2023-02-25 22:58:32,2023-02-25 23:06:23,"Ambient","Light","C8_AL",0.052,"0",0.675,-0.0064782142857143
"409",409,"C8_ND_16C",260.265617368166,-0.0021942912433479,15.9931272727273,"6/22/22",8,10,"Caul",16,2023-02-25 08:58:59,2023-02-25 09:12:57,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00145481509433966
"410",410,"C8_ND_20C",249.564928325792,-0.0032055505279035,19.8711612903226,"6/22/22",8,10,"Caul",20,2023-02-25 09:55:52,2023-02-25 10:11:25,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00212528000000002
"411",411,"C8_ND_22C",240.625392076298,-0.00416712320200123,22.0178245614035,"6/22/22",8,10,"Caul",22,2023-02-25 10:31:10,2023-02-25 10:45:34,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00276280268292682
"412",412,"C8_ND_24C",235.519286243834,-0.00490442565186748,23.8876458333333,"6/22/22",8,10,"Caul",24,2023-02-25 11:04:51,2023-02-25 11:17:07,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00325163420718814
"413",413,"C8_ND_26C",219.458660387529,-0.00532752039627046,25.8633538461538,"6/22/22",8,10,"Caul",26,2023-02-25 12:03:00,2023-02-25 12:19:24,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00353214602272732
"414",414,"C8_ND_28C",207.917036416337,-0.00572337285902493,27.9409811320755,"6/22/22",8,10,"Caul",28,2023-02-25 12:43:40,2023-02-25 12:57:01,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00379459620553353
"415",415,"C8_ND_30C",206.653954773825,-0.00898700922266139,30.0055102040816,"6/22/22",8,10,"Caul",30,2023-02-25 13:22:28,2023-02-25 13:34:52,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.0059583871146245
"416",416,"C8_ND_32C",190.367942521739,-0.00858223188405837,31.8757931034483,"6/22/22",8,10,"Caul",32,2023-02-25 14:06:58,2023-02-25 14:14:17,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.0056900197391307
"417",417,"C8_ND_34C",178.471267684729,-0.00936423645320202,33.9459375,"6/22/22",8,10,"Caul",34,2023-02-25 14:48:20,2023-02-25 14:56:33,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00620848876847294
"418",418,"C8_ND_36C",164.77869021645,-0.00944995670995689,35.9042307692308,"6/22/22",8,10,"Caul",36,2023-02-25 15:32:23,2023-02-25 15:39:00,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00626532129870142
"419",419,"C8_ND_39C",145.624453648233,-0.0092672683051715,38.9219836065574,"6/22/22",8,10,"Caul",39,2023-02-25 16:12:15,2023-02-25 16:43:02,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.0061441988863287
"420",420,"C8_ND_42C",107.667220376068,-0.0148614017094018,41.8398214285714,"6/22/22",8,10,"Caul",42,2023-02-25 17:44:52,2023-02-25 17:52:18,"Nutrient","Dark","C8_ND",0.083,"0",0.663,-0.00985310933333339
"421",421,"C8_NL_16C",263.331714240556,0.00470894578789321,16.2823269230769,"6/23/22",8,12,"Caul",16,2023-02-25 07:23:18,2023-02-25 07:36:26,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.00309848632843373
"422",422,"C8_NL_20C",246.719847810969,0.00582217480638518,19.9123,"6/23/22",8,12,"Caul",20,2023-02-25 08:12:58,2023-02-25 08:25:32,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.00383099102260145
"423",423,"C8_NL_22C",242.56178724128,0.00772397597336797,21.9243269230769,"6/23/22",8,12,"Caul",22,2023-02-25 08:50:18,2023-02-25 09:03:23,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.00508237619047612
"424",424,"C8_NL_24C",231.868646786787,0.0103433033033035,24.0845555555556,"6/23/22",8,12,"Caul",24,2023-02-25 09:24:26,2023-02-25 09:38:12,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.0068058935735737
"425",425,"C8_NL_26C",226.30020018876,0.010863474903475,25.8281730769231,"6/23/22",8,12,"Caul",26,2023-02-25 09:58:52,2023-02-25 10:11:59,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.00714816648648655
"426",426,"C8_NL_28C",219.435563547099,0.0114174958891238,28.006125,"6/23/22",8,12,"Caul",28,2023-02-25 10:33:47,2023-02-25 10:47:52,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.00751271229504346
"427",427,"C8_NL_30C",208.712030614825,0.0143847479058004,29.7742307692308,"6/23/22",8,12,"Caul",30,2023-02-25 11:14:28,2023-02-25 11:24:17,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.00946516412201666
"428",428,"C8_NL_32C",202.92520483871,0.0085350806451612,31.8392631578947,"6/23/22",8,12,"Caul",32,2023-02-25 11:52:04,2023-02-25 12:01:48,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.00561608306451607
"429",429,"C8_NL_34C",197.998471324905,0.0076415335594614,34.0394693877551,"6/23/22",8,12,"Caul",34,2023-02-25 12:33:06,2023-02-25 12:45:29,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.0050281290821256
"430",430,"C8_NL_36C",168.963763717861,0.00361514441842315,35.9452333333333,"6/23/22",8,12,"Caul",36,2023-02-25 13:06:10,2023-02-25 13:28:59,"Nutrient","Light","C8_NL",0.161,"0",0.658,0.00237876502732243
"431",431,"C8_NL_39C",135.765962745098,-0.00972745098039185,39.4117368421053,"6/23/22",8,12,"Caul",39,2023-02-25 14:21:28,2023-02-25 14:26:21,"Nutrient","Light","C8_NL",0.161,"0",0.658,-0.00640066274509784
"432",432,"C8_NL_42C",121.509359521368,-0.00957798290598299,41.9679459459459,"6/23/22",8,12,"Caul",42,2023-02-25 15:02:43,2023-02-25 15:12:06,"Nutrient","Light","C8_NL",0.161,"0",0.658,-0.00630231275213681
"433",433,"C9_AD_16C",244.112742009292,-0.00146779326364707,16.186625,"6/21/22",9,9,"Caul",16,2023-02-25 13:24:07,2023-02-25 13:38:14,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.000976082520325301
"434",434,"C9_AD_20C",265.301347804878,-0.00174153310104528,19.7526666666667,"6/21/22",9,9,"Caul",20,2023-02-25 14:15:24,2023-02-25 14:26:44,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00115811951219511
"435",435,"C9_AD_22C",260.369748288227,-0.00269710577990272,21.9565454545455,"6/21/22",9,9,"Caul",22,2023-02-25 14:53:44,2023-02-25 15:07:36,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00179357534363531
"436",436,"C9_AD_24C",250.110496777911,-0.0030214837935174,23.84644,"6/21/22",9,9,"Caul",24,2023-02-25 15:28:55,2023-02-25 15:41:41,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00200928672268907
"437",437,"C9_AD_26C",243.801256653491,-0.00413214756258234,25.8356666666667,"6/21/22",9,9,"Caul",26,2023-02-25 16:07:04,2023-02-25 16:13:53,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00274787812911726
"438",438,"C9_AD_28C",236.745653360544,-0.0073986666666666,27.9163469387755,"6/21/22",9,9,"Caul",28,2023-02-25 16:28:47,2023-02-25 16:41:12,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00492011333333329
"439",439,"C9_AD_30C",220.546446272023,-0.00510673713883017,29.9105490196078,"6/21/22",9,9,"Caul",30,2023-02-25 17:05:15,2023-02-25 17:18:06,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00339598019732206
"440",440,"C9_AD_32C",210.492908484849,-0.00608683982683988,31.84268,"6/21/22",9,9,"Caul",32,2023-02-25 17:41:08,2023-02-25 17:47:33,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00404774848484852
"441",441,"C9_AD_34C",206.430016317016,-0.0103659673659677,33.8684375,"6/21/22",9,9,"Caul",34,2023-02-25 18:51:24,2023-02-25 18:55:43,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00689336829836852
"442",442,"C9_AD_36C",197.49540097777,-0.0111418415579504,35.783,"6/21/22",9,9,"Caul",36,2023-02-25 19:19:32,2023-02-25 19:31:47,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00740932463603702
"443",443,"C9_AD_39C",165.874321616162,-0.0176367676767677,38.8494166666667,"6/21/22",9,9,"Caul",39,2023-02-25 20:25:00,2023-02-25 20:28:12,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.0117284505050505
"444",444,"C9_AD_42C",136.274976090226,-0.0150001503759398,41.9607272727273,"6/21/22",9,9,"Caul",42,2023-02-25 21:25:15,2023-02-25 21:30:57,"Ambient","Dark","C9_AD",0.106,"0",0.665,-0.00997509999999997
"445",445,"C9_AL_16C",222.554537451737,0.000846718146718255,16.5081020408163,"6/23/22",9,11,"Caul",16,2023-02-25 16:28:50,2023-02-25 16:41:15,"Ambient","Light","C9_AL",0.036,"0",0.678,0.000574074903474977
"446",446,"C9_AL_20C",236.076966616329,0.000901399375818004,20.1377450980392,"6/23/22",9,11,"Caul",20,2023-02-25 17:12:06,2023-02-25 17:25:09,"Ambient","Light","C9_AL",0.036,"0",0.678,0.000611148776804607
"447",447,"C9_AL_22C",232.570676734694,0.000784489795918314,21.9325689655172,"6/23/22",9,11,"Caul",22,2023-02-25 17:43:57,2023-02-25 17:58:41,"Ambient","Light","C9_AL",0.036,"0",0.678,0.000531884081632617
"448",448,"C9_AL_24C",229.65728210007,0.00104665257223396,23.9036470588235,"6/23/22",9,11,"Caul",24,2023-02-25 18:18:15,2023-02-25 18:31:20,"Ambient","Light","C9_AL",0.036,"0",0.678,0.000709630443974625
"449",449,"C9_AL_26C",225.848241025641,0.000419230769230758,25.9507755102041,"6/23/22",9,11,"Caul",26,2023-02-25 18:48:32,2023-02-25 19:01:12,"Ambient","Light","C9_AL",0.036,"0",0.678,0.000284238461538454
"450",450,"C9_AL_28C",219.705223617751,0.000571752694271193,28.1324791666667,"6/23/22",9,11,"Caul",28,2023-02-25 19:25:23,2023-02-25 19:37:37,"Ambient","Light","C9_AL",0.036,"0",0.678,0.000387648326715869
"451",451,"C9_AL_30C",210.390959370953,-0.000900721554116548,29.9620588235294,"6/23/22",9,11,"Caul",30,2023-02-25 20:00:52,2023-02-25 20:13:58,"Ambient","Light","C9_AL",0.036,"0",0.678,-0.00061068921369102
"452",452,"C9_AL_32C",203.385806666667,-0.00288166666666632,31.6799047619048,"6/23/22",9,11,"Caul",32,2023-02-25 20:39:07,2023-02-25 20:44:35,"Ambient","Light","C9_AL",0.036,"0",0.678,-0.00195376999999977
"453",453,"C9_AL_34C",192.350883218391,-0.00488292176492399,33.7506756756757,"6/23/22",9,11,"Caul",34,2023-02-25 21:10:16,2023-02-25 21:19:40,"Ambient","Light","C9_AL",0.036,"0",0.678,-0.00331062095661847
"454",454,"C9_AL_36C",175.701054736842,-0.00842842105263158,35.9007307692308,"6/23/22",9,11,"Caul",36,2023-02-25 21:47:30,2023-02-25 21:54:03,"Ambient","Light","C9_AL",0.036,"0",0.678,-0.00571446947368421
"455",455,"C9_AL_39C",160.941434218429,-0.0105797850482061,38.8928333333333,"6/23/22",9,11,"Caul",39,2023-02-25 22:18:15,2023-02-25 22:29:01,"Ambient","Light","C9_AL",0.036,"0",0.678,-0.00717309426268374
"456",456,"C9_AL_42C",133.892103336773,-0.0117012039903683,41.859,"6/23/22",9,11,"Caul",42,2023-02-25 22:59:36,2023-02-25 23:06:26,"Ambient","Light","C9_AL",0.036,"0",0.678,-0.00793341630546971
"457",457,"C9_ND_16C",268.031594572926,-0.00239568300955905,16.1150181818182,"6/22/22",9,10,"Caul",16,2023-02-25 08:59:01,2023-02-25 09:13:00,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00157635942028986
"458",458,"C9_ND_20C",257.661769503546,-0.00268794326241148,19.9296774193548,"6/22/22",9,10,"Caul",20,2023-02-25 09:55:55,2023-02-25 10:11:27,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00176866666666675
"459",459,"C9_ND_22C",249.374290411028,-0.00393434724604535,21.9239649122807,"6/22/22",9,10,"Caul",22,2023-02-25 10:31:13,2023-02-25 10:45:37,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00258880048789784
"460",460,"C9_ND_24C",243.045675375375,-0.00582331278647065,23.753023255814,"6/22/22",9,10,"Caul",24,2023-02-25 11:04:53,2023-02-25 11:15:53,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00383173981349769
"461",461,"C9_ND_26C",226.747212382966,-0.00466707943219571,25.8945076923077,"6/22/22",9,10,"Caul",26,2023-02-25 12:03:03,2023-02-25 12:19:27,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00307093826638478
"462",462,"C9_ND_28C",213.052346360153,-0.00583568691844547,27.8924,"6/22/22",9,10,"Caul",28,2023-02-25 12:48:05,2023-02-25 12:57:03,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00383988199233712
"463",463,"C9_ND_30C",218.605766520806,-0.00765498069498061,29.9502857142857,"6/22/22",9,10,"Caul",30,2023-02-25 13:22:31,2023-02-25 13:34:55,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00503697729729724
"464",464,"C9_ND_32C",198.957932564103,-0.00762794871794892,31.8850294117647,"6/22/22",9,10,"Caul",32,2023-02-25 14:05:34,2023-02-25 14:14:20,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00501919025641039
"465",465,"C9_ND_34C",186.256672380952,-0.00806400656814452,33.9407333333333,"6/22/22",9,10,"Caul",34,2023-02-25 14:48:56,2023-02-25 14:56:36,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00530611632183909
"466",466,"C9_ND_36C",173.019831709542,-0.00827122787812433,35.950935483871,"6/22/22",9,10,"Caul",36,2023-02-25 15:31:07,2023-02-25 15:39:02,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00544246794380581
"467",467,"C9_ND_39C",152.517490006638,-0.00616860312944518,38.94085,"6/22/22",9,10,"Caul",39,2023-02-25 16:12:17,2023-02-25 16:42:36,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.00405894085917493
"468",468,"C9_ND_42C",127.695419052491,-0.00700132018024604,41.926136,"6/22/22",9,10,"Caul",42,2023-02-25 17:17:57,2023-02-25 17:49:38,"Nutrient","Dark","C9_ND",0.071,"0",0.658,-0.0046068686786019
"469",469,"C9_NL_16C",270.942490179875,0.00330124781580844,16.2645769230769,"6/23/22",9,12,"Caul",16,2023-02-25 07:23:21,2023-02-25 07:36:28,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.00220193229314423
"470",470,"C9_NL_20C",255.951211627822,0.00446940949046208,19.99756,"6/23/22",9,12,"Caul",20,2023-02-25 08:12:50,2023-02-25 08:25:34,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.00298109613013821
"471",471,"C9_NL_22C",251.540454265166,0.00542368980612894,21.8029411764706,"6/23/22",9,12,"Caul",22,2023-02-25 08:50:34,2023-02-25 09:03:27,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.003617601100688
"472",472,"C9_NL_24C",242.456403624774,0.00588868000972358,24.0466111111111,"6/23/22",9,12,"Caul",24,2023-02-25 09:24:30,2023-02-25 09:38:14,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.00392774956648563
"473",473,"C9_NL_26C",235.475118332159,0.00555199906037116,25.8511730769231,"6/23/22",9,12,"Caul",26,2023-02-25 09:58:54,2023-02-25 10:12:01,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.00370318337326756
"474",474,"C9_NL_28C",227.601548230569,0.00662802503980317,27.9545892857143,"6/23/22",9,12,"Caul",28,2023-02-25 10:33:53,2023-02-25 10:47:57,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.00442089270154872
"475",475,"C9_NL_30C",213.725521494998,0.00906299479791909,29.8018823529412,"6/23/22",9,12,"Caul",30,2023-02-25 11:11:31,2023-02-25 11:24:19,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.00604501753021203
"476",476,"C9_NL_32C",210.32313681445,0.00587008210180619,31.7576333333333,"6/23/22",9,12,"Caul",32,2023-02-25 11:54:19,2023-02-25 12:01:51,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.00391534476190473
"477",477,"C9_NL_34C",200.124931414781,0.00223546304675722,33.8548275862069,"6/23/22",9,12,"Caul",34,2023-02-25 12:23:31,2023-02-25 12:45:34,"Nutrient","Light","C9_NL",0.101,"0",0.667,0.00149105385218707
"478",478,"C9_NL_36C",174.866299325176,-0.00103725621060406,36.1054722222222,"6/23/22",9,12,"Caul",36,2023-02-25 13:22:30,2023-02-25 13:31:43,"Nutrient","Light","C9_NL",0.101,"0",0.667,-0.000691849892472908
"479",479,"C9_NL_39C",145.430948051282,-0.00591728205128207,39.2996666666667,"6/23/22",9,12,"Caul",39,2023-02-25 14:18:01,2023-02-25 14:26:24,"Nutrient","Light","C9_NL",0.101,"0",0.667,-0.00394682712820514
"480",480,"C9_NL_42C",125.910615196078,-0.00996813725490194,41.8414347826087,"6/23/22",9,12,"Caul",42,2023-02-25 15:06:08,2023-02-25 15:12:09,"Nutrient","Light","C9_NL",0.101,"0",0.667,-0.00664874754901959
"481",481,"G1_AD_16C",270.321820643364,-0.00766955420466062,16.1043636363636,"6/20/22",1,8,"Grac",16,2023-02-25 08:29:11,2023-02-25 08:42:58,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.00458639341438705
"482",482,"G1_AD_20C",249.501363828764,-0.0130097162097162,19.8678448275862,"6/20/22",1,8,"Grac",20,2023-02-25 09:28:33,2023-02-25 09:43:08,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.00777981029341029
"483",483,"G1_AD_22C",258.164508704948,-0.0152298049375291,21.9662936507937,"6/20/22",1,8,"Grac",22,2023-02-25 10:02:04,2023-02-25 10:33:48,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0091074233526424
"484",484,"G1_AD_24C",256.912408367347,-0.016945612244898,23.9273148148148,"6/20/22",1,8,"Grac",24,2023-02-25 10:55:53,2023-02-25 11:09:31,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.010133476122449
"485",485,"G1_AD_26C",252.217281566374,-0.018517828495554,25.9773176470588,"6/20/22",1,8,"Grac",26,2023-02-25 11:30:18,2023-02-25 11:51:38,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0110736614403413
"486",486,"G1_AD_28C",250.191505993266,-0.0208150841750841,27.8824545454545,"6/20/22",1,8,"Grac",28,2023-02-25 12:08:21,2023-02-25 12:22:09,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0124474203367003
"487",487,"G1_AD_30C",237.517873370682,-0.02669802054155,30.0262545454545,"6/20/22",1,8,"Grac",30,2023-02-25 12:45:38,2023-02-25 12:59:28,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0159654162838469
"488",488,"G1_AD_32C",206.516058479532,-0.0232163742690054,31.7186363636364,"6/20/22",1,8,"Grac",32,2023-02-25 13:35:27,2023-02-25 13:41:06,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0138833918128652
"489",489,"G1_AD_34C",193.075749571104,-0.0264850002318356,34.0564482758621,"6/20/22",1,8,"Grac",34,2023-02-25 14:16:58,2023-02-25 14:38:53,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0158380301386377
"490",490,"G1_AD_36C",184.285977777778,-0.0316093567251462,35.6485454545455,"6/20/22",1,8,"Grac",36,2023-02-25 15:02:40,2023-02-25 15:11:04,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0189023953216374
"491",491,"G1_AD_39C",171.588147212047,-0.0323238502238502,38.5197358490566,"6/20/22",1,8,"Grac",39,2023-02-25 15:42:23,2023-02-25 15:55:48,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0193296624338624
"492",492,"G1_AD_42C",135.703608362281,-0.0267736901143436,42.0727118644068,"6/20/22",1,8,"Grac",42,2023-02-25 16:31:12,2023-02-25 16:46:02,"Ambient","Dark","G1_AD",0.724,"0",0.598,-0.0160106666883775
"493",493,"G1_AL_16C",373.997053469022,0.0746996991807476,15.9423676470588,"6/28/22",1,15,"Grac",16,2023-02-25 11:56:19,2023-02-25 12:13:28,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0478078074756785
"494",494,"G1_AL_20C",274.174640018966,0.0799823138928403,19.9418214285714,"6/28/22",1,15,"Grac",20,2023-02-25 13:02:03,2023-02-25 13:16:19,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0511886808914178
"495",495,"G1_AL_22C",274.689211956783,0.0873276350540216,22.0062727272727,"6/28/22",1,15,"Grac",22,2023-02-25 13:37:07,2023-02-25 13:51:07,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0558896864345738
"496",496,"G1_AL_24C",283.18056064633,0.0829343702808819,24.0942941176471,"6/28/22",1,15,"Grac",24,2023-02-25 14:14:04,2023-02-25 14:26:56,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0530779969797644
"497",497,"G1_AL_26C",260.048852993998,0.0862449171668668,26.1456296296296,"6/28/22",1,15,"Grac",26,2023-02-25 14:46:26,2023-02-25 15:00:03,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0551967469867948
"498",498,"G1_AL_28C",250.327088577371,0.0827314264106096,27.9415925925926,"6/28/22",1,15,"Grac",28,2023-02-25 15:19:20,2023-02-25 15:32:52,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0529481129027901
"499",499,"G1_AL_30C",259.624428201194,0.0688508878333942,29.8921772151899,"6/28/22",1,15,"Grac",30,2023-02-25 15:59:01,2023-02-25 16:19:01,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0440645682133723
"500",500,"G1_AL_32C",230.526638188153,0.0568727874564461,31.9835384615385,"6/28/22",1,15,"Grac",32,2023-02-25 16:43:46,2023-02-25 16:56:50,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0363985839721255
"501",501,"G1_AL_34C",234.780447391305,0.0419011594202897,33.958625,"6/28/22",1,15,"Grac",34,2023-02-25 17:30:01,2023-02-25 17:38:20,"Ambient","Light","G1_AL",0.822,"0",0.64,0.0268167420289854
"502",502,"G1_AL_36C",173.262218842204,0.0173273762838469,36.0263623188406,"6/28/22",1,15,"Grac",36,2023-02-25 17:53:05,2023-02-25 18:10:36,"Ambient","Light","G1_AL",0.822,"0",0.64,0.011089520821662
"503",503,"G1_AL_39C",150.014506769231,-0.0278521538461538,38.9672068965517,"6/28/22",1,15,"Grac",39,2023-02-25 18:49:16,2023-02-25 18:56:48,"Ambient","Light","G1_AL",0.822,"0",0.64,-0.0178253784615384
"504",504,"G1_AL_42C",142.97876855532,-0.0330216798507943,41.9222377622378,"6/28/22",1,15,"Grac",42,2023-02-25 19:14:06,2023-02-25 19:50:02,"Ambient","Light","G1_AL",0.822,"0",0.64,-0.0211338751045084
"505",505,"G1_ND_16C",211.626230296189,-0.0122051389560823,15.8967575757576,"6/12/22",1,2,"Grac",16,2023-02-25 09:03:42,2023-02-25 09:20:28,"Nutrient","Dark","G1_ND",0.901,"0",0.623,-0.00760380156963927
